UID,Name,Description,Owner,Owner UID,Publication Stage,Audience,Approval Status,Provenance,Type,Category,Tags,url,API Endpoint,Creation Date (UTC),Last Metadata Updated Date (UTC),Last Data Updated Date (UTC),Domain,Derived View,Visits,Downloads,Row Label,Row Count,Column Count,Contact Email,License,Attribution,Attribution Link,Published Version Name,Published Version UID,Parent UID,Supplemental Resources: Related Datasets Link(s),Jurisdiction: Jurisdiction,Time Period: Update Frequency,Time Period: Time Period of Content,Agency: State Agency Performing Data Updates,GIS Download: Place Keywords,Time Period: Date Metadata Written,Supplemental Resources: Additional Documentation Link,days_since_data_update,asset_age,expected_update_days,recently_enough,accessible,"Time Period: Other Update Frequency   If frequency isn't included in list above, please describe it here.",Data Def: data location,GIS Download: Shape File
9ga2-grcz,Shoal Field 3 Ravinement 1995,"Ravinement features detected by observing basal reflectors in seismic records. Units are in meters. Data were collected jointly with the Delaware Geological Survey during August 1994. R/V Discovery, Datasonics Model SBT-220 Sub-Bottom Profiler operated at frequencies of 3.5 and 200 kHz REFS: Conkwright, R.D., and R.A. Gast. 1995. Potential Offshore Sand Resources in Southern Maryland Shoal Fields. Coastal and Estuarine Geology File Report #95-4 Toscono, M.A., Kerhin, R.T., York, L.L., Cronin, T.M., and S.J. Williams. Quaternary Stratigraphy of the Inner Continental Shelf of Maryland. Maryland Geological Survey Report Of Investigations no. 50

Funding to compile these datasets provided by BOEM under cooperative agreement number: M14AC00007. Data processing and compilation was executed by Maryland Geological Survey.",J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/9ga2-grcz,https://opendata.maryland.gov/resource/9ga2-grcz.json,07/22/2025 03:19:05 AM,07/22/2025 03:19:06 AM,07/22/2025 03:19:09 AM,opendata.maryland.gov,false,2,0,,177,5,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
rt6g-xsfz,Prince Georges County Transit Routes,"Bus routes and variations for Prince George's County's Public Transit System. Shapes were drawn in Google Earth, exported to GTFS and then converted to shapefiles.",J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/rt6g-xsfz,https://opendata.maryland.gov/resource/rt6g-xsfz.json,07/22/2025 03:39:36 AM,07/22/2025 03:39:37 AM,07/22/2025 03:39:39 AM,opendata.maryland.gov,false,3,1,,60,7,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
nsyf-dhp3,Sport Venues - Football,"Maryland Sports (http://www.marylandsports.us/) has identified sport venues located within the State of Maryland. These venues offer opportunities to participate in free and fee-based, organized and pick-up, indoor and outdoor sports and physical fitness related activities in the area of Football.",J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/nsyf-dhp3,https://opendata.maryland.gov/resource/nsyf-dhp3.json,07/21/2025 10:17:14 PM,07/21/2025 10:17:15 PM,07/21/2025 10:17:17 PM,opendata.maryland.gov,false,2,1,,44,11,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
ruzb-se3d,BRHP Opportunity Designations,"The Baltimore Regional Housing Partnership (BRHP) operates the Baltimore Housing Mobility Program (BHMP) in Baltimore City and the five metropolitan counties of Anne Arundel, Baltimore, Carroll, Harford and Howard. The Baltimore Housing Mobility Program encourages families to lease in ""Opportunity Areas"", which provide opportunities for our families to access areas with good schools, goods and services, low crime rates, and low poverty concentrations. http://www.brhp.org/landlords/development_information_page. The case of Thompson v. HUD. The following link provides information on census tracts designated as Communities of Opportunity in the Thompson case: http://www.brhp.orghttp://dhcd.maryland.gov/HousingDevelopment/Documents/lihtc/Final%202016%20MD%20QAP%20Signed%20by%20Governor%208-9-16.pdf.",J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/ruzb-se3d,https://opendata.maryland.gov/resource/ruzb-se3d.json,07/22/2025 12:22:29 AM,07/22/2025 12:22:30 AM,07/22/2025 12:22:32 AM,opendata.maryland.gov,false,2,1,,669,8,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
c4hm-nhk7,Hospitals,"Acute, General and Special Hospitals licensed by the Maryland Department of Health and Mental Hygiene Office of Health Care Quality.",J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/c4hm-nhk7,https://opendata.maryland.gov/resource/c4hm-nhk7.json,07/22/2025 12:08:24 AM,07/22/2025 12:08:25 AM,07/22/2025 12:08:27 AM,opendata.maryland.gov,false,2,1,,64,14,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
iba4-thhd,Sport Venues - Flag Football,"Maryland Sports (http://www.marylandsports.us/) has identified sport venues located within the State of Maryland. These venues offer opportunities to participate in free and fee-based, organized and pick-up, indoor and outdoor sports and physical fitness related activities in the area of Flag Football.",J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/iba4-thhd,https://opendata.maryland.gov/resource/iba4-thhd.json,07/21/2025 09:55:25 PM,07/21/2025 09:55:26 PM,07/21/2025 09:55:28 PM,opendata.maryland.gov,false,2,1,,10,11,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
pv8h-m75h,K thru 12 Education - Charter Schools,Maryland's K thru 12 public charter schools offer more innovative programs and are held accountable for improved student achievement. Charter schools are publicly funded and accept applications for student enrollment. Maryland has a total of 48 charter schools located in 4 counties and the City of Baltimore.,J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/pv8h-m75h,https://opendata.maryland.gov/resource/pv8h-m75h.json,07/21/2025 09:49:41 PM,07/21/2025 09:49:42 PM,07/21/2025 09:49:44 PM,opendata.maryland.gov,false,2,1,,48,10,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
d6nr-gx4w,Sport Venues - Skiing,"Maryland Sports (http://www.marylandsports.us/) has identified sport venues located within the State of Maryland. These venues offer opportunities to participate in free and fee-based, organized and pick-up, indoor and outdoor sports and physical fitness related activities in the area of Skiing.",J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/d6nr-gx4w,https://opendata.maryland.gov/resource/d6nr-gx4w.json,07/21/2025 09:54:03 PM,07/21/2025 09:54:04 PM,07/21/2025 09:54:06 PM,opendata.maryland.gov,false,2,1,,3,11,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
9xrb-rsst,Calvert 10 years Shoreline Erosion Level,"To quantify shoreline rates of change (erosion or accretion), Maryland Geological Survey (MGS) used historical and recent shorelines spanning 1993-2007 as input into the Digital Shoreline Analysis System (DSAS) Version 4.3. DSAS, a computer program developed by the U.S. Geological Survey (USGS), determines linear rates of shoreline change along closely spaced, shore-normal transects. Based on DSAS output, MGS assigned generalized rate of change categories as attributes to a recent shoreline for Calvert County. This recent shoreline consisted of the National Oceanic and Atmospheric Administration (NOAA) Continually Updated Shoreline Product (CUSP) digital shoreline currently available for Calvert County; and 2) portions of the Maryland Department of Natural Resources (MD DNR) Critical Area Commission (CAC) digital shoreline for Calvert County. Based on the results of an End Point Rate (EPR) analysis on the ca. 1990s shoreline and the ca. 2000 shoreline (recent shoreline), MGS grouped the rate results into the following general categories: (a) No change (-0.01 to 0.01 feet/year), (b) Accretion (greater than 0.01 feet/year), (c) Slight erosion rate (0 to -2 feet/year), (d) Low erosion rate (-2 to -4 feet/year), (e) Moderate erosion rate (-4 to -8 ft/yr), (f) High erosion rate (greater than -8 feet/year), (g) Protected, (h) No data (insufficient shorelines to calculate 10-year EPR rate), (i) No data (no transects cast; unprotected or unknown shoreline condition), and (j) Rates not delivered (calculated rates suspect). The NOAA CUSP shoreline represents the shoreline position in Calvert County between the years 2005-2006. The CAC shoreline represents the shoreline position in Calvert County in 2007. In Calvert County, the NOAA CUSP data set covered approximately 90% of the shoreline in the county. MGS supplemented the NOAA CUSP data with CAC data in the following areas where NOAA CUSP data was missing: Hunting Creek; upper 2/3 of Hall Creek; and Patuxent River, from approximately 1 kilometer south of the Merkle Wildlife Sanctuary, north to (and including) Lyons Creek. To identify which shoreline source is responsible for a shoreline segment, view the ""DSAS_SRC"" attribute table field -- ""CAC"" indicates a shoreline sourced from MD DNR CAC data set; ""NOAA CUSP"" indicates a shoreline sourced from the NOAA CUSP data set. Negative rate of change values indicate erosion, and positive values indicate accretion. In general, MGS tried to attribute lengths of shoreline of at least 80 meters in length sharing similar rates of change.",J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/9xrb-rsst,https://opendata.maryland.gov/resource/9xrb-rsst.json,07/21/2025 11:49:03 PM,07/21/2025 11:49:05 PM,07/21/2025 11:49:10 PM,opendata.maryland.gov,false,2,1,,3727,30,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
c4px-873i,Toll Express Lanes,Line data of all the Toll Express Lanes in Maryland.,J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/c4px-873i,https://opendata.maryland.gov/resource/c4px-873i.json,07/22/2025 03:29:24 AM,07/22/2025 03:29:25 AM,07/22/2025 03:29:26 AM,opendata.maryland.gov,false,3,3,,2,5,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
cy7c-398y,Public Shellfishery Areas,Public shellfishery areas in Maryland.,J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/cy7c-398y,https://opendata.maryland.gov/resource/cy7c-398y.json,07/22/2025 02:51:13 AM,07/22/2025 02:51:13 AM,07/22/2025 02:51:17 AM,opendata.maryland.gov,false,3,1,,198,8,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
45ge-vmi7,Bottom Classification 2002 Shoal Field 1,"USACE, Maryland Geological Survey (MGS), Minerals Management Service (MMS), and academic scientists have studied the seafloor and shoals of the Maryland offshore study area in order to determine their potential use as a source of sand for beach nourishment. Studies conducted by MGS of Fenwick, Weaver, and Isle of Wight Shoals show four general patterns of substrate conditions: 1) Shoal crest - generally is restricted to the undisturbed shoal crest at depths less than 35 it (11.2 m) and, has no discernable bedforms; Shoal crests consist of sand with almost no shell material; Coarser gravels are concentrated in areas of greatest wave and current energies, such as along the shoal crest. 2) Flank- bottom class associated With the shoal crest; primarily found along the shoal flanks between -35 ft and -40 ft, representing transitional bottom, from shoal crest to intershoal bottom type; sand, the texture of which may or may not be significantly different than that of the shoal crest; occasional ripples; sand with some shell and other biogenic materials. 3) Intershoal-associated with the deeper sea bottom (> 40 feet), both disturbed (dredged) and undisturbed intershoal areas or troughs; sandy bottom dominated by small ripples ( 40 feet) in trough or intershoal areas; large patches, ~l00 it in diameter, associated with rippled bottom within the dredged area; interpreted to be soft, finer-grained sediment based on low backscatter intensity return; Patch-mat regions occur between shoals that have muddy substrates, abundant patches/mats of worm tube colonies, and shell beds. Refs: Army Corps of Engineers: Baltimore District, 2007 “Atlantic Coast of Maryland Shoreline Protection Project General Reevaluation Study: Borrow Sources for 2010 – 2044” MMS, BOEM, VIMS, 2000 “Environmental Survey of Potential Sand Resource Sites Offshore Delaware and Maryland”",J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/45ge-vmi7,https://opendata.maryland.gov/resource/45ge-vmi7.json,07/22/2025 03:16:03 AM,07/22/2025 03:16:04 AM,07/22/2025 03:16:06 AM,opendata.maryland.gov,false,4,4,,18,6,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
bgkd-i438,US National Grid Zone 17S 100000m,"This is a MGRS 100km Square Identifier polygon shapefile. The polygons are defined by UTM zone and MGRS band letters into mostly 6ºx8º polygons, with subdivisions into MGRS 100km Square Identifiers. There are no classification restrictions on this information. This information was created by the National Geospatial-Intelligence Agency (NGA) Coordinate Systems Analysis Team (SNAC).",J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/bgkd-i438,https://opendata.maryland.gov/resource/bgkd-i438.json,07/21/2025 11:33:46 PM,07/21/2025 11:33:47 PM,07/21/2025 11:33:49 PM,opendata.maryland.gov,false,3,3,,60,7,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
g3sz-rjx9,Toll Express Lanes,Line data of all the Toll Express Lanes in Maryland.,J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/g3sz-rjx9,https://opendata.maryland.gov/resource/g3sz-rjx9.json,07/22/2025 03:29:19 AM,07/22/2025 03:29:20 AM,07/22/2025 03:29:22 AM,opendata.maryland.gov,false,2,2,,2,5,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
